Equipo;Jugador;Posición;Puntos;Precio;PJ;Casa;Fuera;Media
Rayo Vallecano;Mumin;Defensa;0;410000;0;0;0;0.00
Barcelona;Héctor Fort;Defensa;0;410000;0;0;0;0.00
Valencia;Dimitrievski;Portero;0;400000;0;0;0;0.00
Alavés;Jon Pacheco;Defensa;0;390000;0;0;0;0.00
Rayo Vallecano;Gumbau;Centrocampista;0;370000;3;1;2;0.00
Levante;Kervin Arriaga;Centrocampista;0;370000;0;0;0;0.00
Real Oviedo;Javi López;Defensa;0;350000;0;0;0;0.00
Atlético;Carlos Martín;Delantero;0;330000;0;0;0;0.00
Getafe;Juanmi;Delantero;0;310000;0;0;0;0.00
Girona;Van de Beek;Centrocampista;0;310000;0;0;0;0.00
Villarreal;Logan Costa;Defensa;0;310000;0;0;0;0.00
Barcelona;Ter Stegen;Portero;0;300000;0;0;0;0.00
Real Madrid;Lunin;Portero;0;290000;0;0;0;0.00
Real Oviedo;Dominguès;Centrocampista;0;290000;0;0;0;0.00
Levante;Álex Primo;Portero;0;270000;0;0;0;0.00
Girona;Abel Ruiz;Delantero;0;270000;0;0;0;0.00
Sevilla;Jordán;Centrocampista;0;260000;0;0;0;0.00
Betis;Adrián;Portero;0;260000;0;0;0;0.00
Rayo Vallecano;Vertrouwd;Defensa;0;240000;0;0;0;0.00
Real Sociedad;Becker;Delantero;0;230000;0;0;0;0.00
Rayo Vallecano;Etienne Eto'o;Delantero;0;220000;0;0;0;0.00
Rayo Vallecano;Dani Cárdenas;Portero;0;210000;0;0;0;0.00
Athletic;Urko Izeta;Delantero;0;210000;0;0;0;0.00
Getafe;Alex Sancris;Delantero;0;210000;0;0;0;0.00
Real Oviedo;Forés;Delantero;0;200000;0;0;0;0.00
Sevilla;Álvaro Fernández;Portero;0;190000;0;0;0;0.00
Villarreal;Kambwala;Defensa;0;190000;0;0;0;0.00
Levante;Matturro;Defensa;0;190000;0;0;0;0.00
Real Madrid;Mendy;Defensa;0;180000;0;0;0;0.00
Celta;Iván Villar;Portero;0;180000;0;0;0;0.00
Valencia;Correia;Defensa;0;180000;0;0;0;0.00
Real Sociedad;Zakharyan;Centrocampista;0;180000;0;0;0;0.00
Rayo Vallecano;Nobel Mendy;Defensa;0;180000;0;0;0;0.00
Elche;Iturbe;Portero;0;180000;0;0;0;0.00
Real Sociedad;Goti;Centrocampista;0;180000;0;0;0;0.00
Celta;Damián Rodríguez;Centrocampista;0;170000;0;0;0;0.00
Osasuna;Aitor Fernández;Portero;0;170000;0;0;0;0.00
Osasuna;Iker Muñoz;Centrocampista;0;170000;0;0;0;0.00
Athletic;Boiro;Defensa;0;170000;0;0;0;0.00
Sevilla;Iheanacho;Delantero;0;170000;0;0;0;0.00
Getafe;Peter Federico;Delantero;0;160000;0;0;0;0.00
Villarreal;Adrià Altimira;Defensa;0;160000;0;0;0;0.00
Girona;Francés;Defensa;0;160000;0;0;0;0.00
Alavés;Nikola Maras;Defensa;0;150000;0;0;0;0.00
Girona;Juan Carlos;Portero;0;150000;0;0;0;0.00
Mallorca;Cuéllar;Portero;0;150000;0;0;0;0.00
Athletic;Lekue;Defensa;0;150000;0;0;0;0.00
Real Oviedo;Álvaro Lemos;Defensa;0;150000;0;0;0;0.00
Real Sociedad;Odriozola;Defensa;0;150000;0;0;0;0.00
Alavés;Raúl Fernández;Portero;0;150000;0;0;0;0.00
Real Madrid;Fran González;Portero;0;150000;0;0;0;0.00
Celta;Franco Cervi;Delantero;0;150000;0;0;0;0.00
Celta;Aidoo;Defensa;0;150000;0;0;0;0.00
Athletic;Vencedor;Centrocampista;0;150000;0;0;0;0.00
Valencia;Cristian Rivero;Portero;0;150000;0;0;0;0.00
Espanyol;Rubén Sánchez;Defensa;0;150000;0;0;0;0.00
Athletic;Nico Serrano;Delantero;0;150000;0;0;0;0.00
Espanyol;Javi Hernández;Centrocampista;0;150000;0;0;0;0.00
Mallorca;Javi Llabrés;Delantero;0;150000;0;0;0;0.00
Valencia;Cömert;Defensa;0;150000;0;0;0;0.00
Elche;Rafa Núñez;Delantero;0;150000;0;0;0;0.00
Sevilla;Nianzou;Defensa;0;150000;0;0;0;0.00
Villarreal;Pau Cabanes;Delantero;0;150000;0;0;0;0.00
Valencia;Alberto Marí;Delantero;0;150000;0;0;0;0.00
Espanyol;Fortuño;Portero;0;150000;0;0;0;0.00
Levante;Pastor;Portero;0;150000;0;0;0;0.00
Real Sociedad;Unai Marrero;Portero;0;150000;0;0;0;0.00
Valencia;Sergi Canós;Delantero;0;150000;0;0;0;0.00
Real Sociedad;Alberto Dadie;Delantero;0;150000;0;0;0;0.00
Getafe;Risco;Centrocampista;0;150000;0;0;0;0.00
Osasuna;Ander Yoldi;Delantero;0;150000;0;0;0;0.00
Getafe;Letacek;Portero;0;150000;0;0;0;0.00
Celta;Marc Vidal;Portero;0;150000;0;0;0;0.00
Mallorca;Bergström;Portero;0;150000;0;0;0;0.00
Atlético;Juan Musso;Portero;0;150000;0;0;0;0.00
Mallorca;David López;Defensa;0;150000;0;0;0;0.00
Sevilla;Ramón Martínez;Defensa;0;150000;0;0;0;0.00
Real Sociedad;Mariezkurrena;Delantero;0;150000;0;0;0;0.00
Real Oviedo;Ahijado;Defensa;0;150000;0;0;0;0.00
Elche;Boayar;Delantero;0;150000;0;0;0;0.00
Elche;Diaby;Defensa;0;150000;0;0;0;0.00
Elche;Yago Santiago;Delantero;0;150000;0;0;0;0.00
Athletic;Egiluz;Defensa;0;150000;0;0;0;0.00
Betis;Mawuli;Centrocampista;0;150000;0;0;0;0.00
Real Oviedo;Alberto Reina;Centrocampista;-1;1940000;2;1;1;-0.50
Alavés;Moussa Diarra;Defensa;-1;170000;1;1;0;-1.00
Valencia;Gayà;Defensa;-2;3060000;2;1;1;-1.00
Mallorca;Morlanes;Centrocampista;-2;1140000;2;1;1;-1.00
Athletic;Álex Padilla;Portero;-3;150000;1;0;1;-3.00
Girona;Gazzaniga;Portero;-6;3000000;2;2;0;-3.00
