Precio;Equipo;Jugador;Posición;Puntos;PJ;Casa;Fuera;Media;;;;;;;;;;;;;;;
1890000;Real Sociedad;Pablo Marín;Centrocampista;15;5;2;3;3.00;;;;;;;;;;;;;;;
1890000;Real Sociedad;Óskarsson;Delantero;14;3;1;2;4.67;;;;;;;;;;;;;;;
1900000;Betis;Firpo;Defensa;9;4;3;1;2.25;;;;;;;;;;;;;;;
1900000;Elche;Iñaki Peña;Portero;5;1;1;0;5.00;;;;;;;;;;;;;;;
1930000;Espanyol;Miguel Rubio;Defensa;24;4;3;1;6.00;;;;;;;;;;;;;;;
1930000;Girona;Lemar;Centrocampista;7;3;2;1;2.33;;;;;;;;;;;;;;;
1940000;Levante;Pablo Martínez;Centrocampista;20;5;2;3;4.00;;;;;;;;;;;;;;;
1960000;Valencia;Ramazani;Delantero;7;3;2;1;2.33;;;;;;;;;;;;;;;
1970000;Real Oviedo;Brekalo;Delantero;6;4;2;2;1.50;;;;;;;;;;;;;;;
1980000;Levante;Toljan;Defensa;24;5;2;3;4.80;;;;;;;;;;;;;;;
1980000;Valencia;Lucas Beltrán;Centrocampista;2;2;1;1;1.00;;;;;;;;;;;;;;;
1990000;Valencia;Santamaria;Centrocampista;24;5;3;2;4.80;;;;;;;;;;;;;;;
2000000;Real Oviedo;Alberto Reina;Centrocampista;8;4;1;3;2.00;;;;;;;;;;;;;;;
2010000;Betis;Ruibal;Centrocampista;19;3;1;2;6.33;;;;;;;;;;;;;;;
2010000;Atlético;Ruggeri;Defensa;12;5;2;3;2.40;;;;;;;;;;;;;;;
2050000;Celta;Hugo Álvarez;Centrocampista;21;4;3;1;5.25;;;;;;;;;;;;;;;
2060000;Athletic;Sannadi;Delantero;14;5;3;2;2.80;;;;;;;;;;;;;;;
2070000;Betis;Pau López;Portero;14;3;2;1;4.67;;;;;;;;;;;;;;;
2070000;Espanyol;Terrats;Centrocampista;11;4;3;1;2.75;;;;;;;;;;;;;;;
2090000;Real Madrid;Gonzalo García;Delantero;6;4;3;1;1.50;;;;;;;;;;;;;;;
2100000;Espanyol;Dolan;Delantero;22;5;3;2;4.40;;;;;;;;;;;;;;;
2100000;Alavés;Toni Martínez;Delantero;21;5;3;2;4.20;;;;;;;;;;;;;;;
2120000;Getafe;Mario Martín;Centrocampista;20;5;1;4;4.00;;;;;;;;;;;;;;;
2120000;Alavés;Aleñá;Centrocampista;15;5;3;2;3.00;;;;;;;;;;;;;;;
2130000;Real Sociedad;Gorrotxategi;Centrocampista;13;4;2;2;3.25;;;;;;;;;;;;;;;
2170000;Athletic;Robert Navarro;Centrocampista;18;4;2;2;4.50;;;;;;;;;;;;;;;
2170000;Rayo Vallecano;Unai López;Centrocampista;17;5;2;3;3.40;;;;;;;;;;;;;;;
2190000;Betis;Diego Llorente;Defensa;4;1;1;0;4.00;;;;;;;;;;;;;;;
2200000;Real Madrid;Brahim;Delantero;9;5;3;2;1.80;;;;;;;;;;;;;;;
2200000;Betis;Álvaro Valles;Portero;7;3;1;2;2.33;;;;;;;;;;;;;;;
2230000;Girona;Asprilla;Delantero;18;5;3;2;3.60;;;;;;;;;;;;;;;
2230000;Real Sociedad;Yangel Herrera;Centrocampista;4;2;1;1;2.00;;;;;;;;;;;;;;;
2240000;Mallorca;Samú Costa;Centrocampista;12;3;1;2;4.00;;;;;;;;;;;;;;;
2240000;Barcelona;Marc Casadó;Centrocampista;12;3;2;1;4.00;;;;;;;;;;;;;;;
2290000;Betis;Bellerín;Defensa;24;6;3;3;4.00;;;;;;;;;;;;;;;
2300000;Alavés;Facundo Garcés;Defensa;22;5;3;2;4.40;;;;;;;;;;;;;;;
2300000;Sevilla;Nyland;Portero;12;4;2;2;3.00;;;;;;;;;;;;;;;
2320000;Mallorca;Mojica;Defensa;18;5;3;2;3.60;;;;;;;;;;;;;;;
2350000;Elche;Febas;Centrocampista;22;5;3;2;4.40;;;;;;;;;;;;;;;
2370000;Villarreal;Renato Veiga;Defensa;6;4;2;2;1.50;;;;;;;;;;;;;;;
2390000;Sevilla;Gabriel Suazo;Defensa;14;3;1;2;4.67;;;;;;;;;;;;;;;
2400000;Elche;Álvaro Núñez;Defensa;24;5;3;2;4.80;;;;;;;;;;;;;;;
2400000;Valencia;Gayà;Defensa;-2;4;2;2;-0.50;;;;;;;;;;;;;;;
2410000;Espanyol;Kike García;Delantero;18;5;3;2;3.60;;;;;;;;;;;;;;;
2430000;Elche;Mendoza;Centrocampista;26;5;3;2;5.20;;;;;;;;;;;;;;;
2430000;Sevilla;Batista;Centrocampista;9;2;1;1;4.50;;;;;;;;;;;;;;;
2440000;Osasuna;Rubén García;Centrocampista;14;5;2;3;2.80;;;;;;;;;;;;;;;
2440000;Girona;Gazzaniga;Portero;5;4;3;1;1.25;;;;;;;;;;;;;;;
2450000;Betis;Natan;Defensa;18;6;3;3;3.00;;;;;;;;;;;;;;;
2460000;Getafe;Diego Rico;Defensa;18;5;1;4;3.60;;;;;;;;;;;;;;;
2470000;Celta;Marcos Alonso;Defensa;11;3;2;1;3.67;;;;;;;;;;;;;;;
2490000;Girona;Livakovic;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
2500000;Real Sociedad;Aramburu;Defensa;18;5;2;3;3.60;;;;;;;;;;;;;;;
2520000;Mallorca;Valjent;Defensa;18;5;3;2;3.60;;;;;;;;;;;;;;;
2520000;Rayo Vallecano;Pedro Díaz;Centrocampista;13;5;2;3;2.60;;;;;;;;;;;;;;;
2520000;Valencia;Pepelu;Centrocampista;8;3;2;1;2.67;;;;;;;;;;;;;;;
2560000;Celta;Jutglà;Delantero;11;5;3;2;2.20;;;;;;;;;;;;;;;
2580000;Real Sociedad;Guedes;Delantero;7;5;2;3;1.40;;;;;;;;;;;;;;;
2590000;Levante;Morales;Delantero;21;5;2;3;4.20;;;;;;;;;;;;;;;
2600000;Athletic;Yuri;Defensa;18;5;3;2;3.60;;;;;;;;;;;;;;;
2600000;Sevilla;Alfon González;Delantero;14;3;1;2;4.67;;;;;;;;;;;;;;;
2610000;Barcelona;Gerard Martín;Defensa;19;3;2;1;6.33;;;;;;;;;;;;;;;
2640000;Alavés;Jonny Castro;Defensa;20;5;3;2;4.00;;;;;;;;;;;;;;;
2650000;Levante;Ryan;Portero;15;3;1;2;5.00;;;;;;;;;;;;;;;
2690000;Girona;Tsygankov;Delantero;10;2;1;1;5.00;;;;;;;;;;;;;;;
2710000;Villarreal;Parejo;Centrocampista;13;4;2;2;3.25;;;;;;;;;;;;;;;
2720000;Sevilla;Kike Salas;Defensa;17;3;1;2;5.67;;;;;;;;;;;;;;;
2790000;Villarreal;Gerard Moreno;Delantero;6;1;1;0;6.00;;;;;;;;;;;;;;;
2800000;Atlético;Raspadori;Centrocampista;5;4;1;3;1.25;;;;;;;;;;;;;;;
2840000;Valencia;Diakhaby;Defensa;28;4;2;2;7.00;;;;;;;;;;;;;;;
2850000;Elche;Dituro;Portero;18;4;2;2;4.50;;;;;;;;;;;;;;;
2850000;Real Sociedad;Sergio Gómez;Centrocampista;17;5;2;3;3.40;;;;;;;;;;;;;;;
2850000;Barcelona;Gavi;Centrocampista;14;2;0;2;7.00;;;;;;;;;;;;;;;
2890000;Rayo Vallecano;Chavarría;Defensa;23;5;2;3;4.60;;;;;;;;;;;;;;;
2900000;Elche;André Silva;Delantero;24;4;2;2;6.00;;;;;;;;;;;;;;;
2970000;Barcelona;Ronald Araújo;Defensa;11;3;1;2;3.67;;;;;;;;;;;;;;;
2980000;Getafe;Djené;Defensa;20;5;1;4;4.00;;;;;;;;;;;;;;;
2980000;Real Madrid;Rodrygo;Delantero;8;3;2;1;2.67;;;;;;;;;;;;;;;
2990000;Osasuna;Torró;Centrocampista;22;5;2;3;4.40;;;;;;;;;;;;;;;
2990000;Girona;Bryan Gil;Delantero;4;2;1;1;2.00;;;;;;;;;;;;;;;
3020000;Elche;Bigas;Defensa;28;5;3;2;5.60;;;;;;;;;;;;;;;
3020000;Levante;Carlos Álvarez;Delantero;25;5;2;3;5.00;;;;;;;;;;;;;;;
3040000;Atlético;Le Normand;Defensa;17;5;2;3;3.40;;;;;;;;;;;;;;;
3050000;Osasuna;Catena;Defensa;24;5;2;3;4.80;;;;;;;;;;;;;;;
3050000;Girona;Ounahi;Centrocampista;10;2;1;1;5.00;;;;;;;;;;;;;;;
3060000;Real Oviedo;Dendoncker;Centrocampista;24;4;2;2;6.00;;;;;;;;;;;;;;;
3060000;Real Madrid;Camavinga;Centrocampista;0;1;1;0;0.00;;;;;;;;;;;;;;;
3080000;Atlético;Hancko;Defensa;15;5;2;3;3.00;;;;;;;;;;;;;;;
3090000;Villarreal;Thomas;Centrocampista;10;5;3;2;2.00;;;;;;;;;;;;;;;
3120000;Celta;Ionut Radu;Portero;26;6;4;2;4.33;;;;;;;;;;;;;;;
3120000;Athletic;De Galarreta;Centrocampista;19;4;3;1;4.75;;;;;;;;;;;;;;;
3130000;Athletic;Areso;Defensa;18;5;3;2;3.60;;;;;;;;;;;;;;;
3150000;Osasuna;Víctor Muñoz;Delantero;20;5;2;3;4.00;;;;;;;;;;;;;;;
3160000;Valencia;Rioja;Delantero;19;5;3;2;3.80;;;;;;;;;;;;;;;
3170000;Mallorca;Raíllo;Defensa;11;5;3;2;2.20;;;;;;;;;;;;;;;
3220000;Valencia;Tárrega;Defensa;21;5;3;2;4.20;;;;;;;;;;;;;;;
3240000;Espanyol;Roberto Fernández;Delantero;22;5;3;2;4.40;;;;;;;;;;;;;;;
3270000;Athletic;Paredes;Defensa;29;5;3;2;5.80;;;;;;;;;;;;;;;
3280000;Espanyol;El Hilali;Defensa;20;5;3;2;4.00;;;;;;;;;;;;;;;
3400000;Osasuna;Moncayola;Centrocampista;28;5;2;3;5.60;;;;;;;;;;;;;;;
3420000;Rayo Vallecano;Ratiu;Defensa;16;5;2;3;3.20;;;;;;;;;;;;;;;
3450000;Getafe;Mayoral;Delantero;13;3;1;2;4.33;;;;;;;;;;;;;;;
3470000;Elche;Affengruber;Defensa;24;5;3;2;4.80;;;;;;;;;;;;;;;
3470000;Mallorca;Leo Román;Portero;22;5;3;2;4.40;;;;;;;;;;;;;;;
3490000;Celta;Ilaix Moriba;Centrocampista;24;6;4;2;4.00;;;;;;;;;;;;;;;
3510000;Sevilla;Isaac Romero;Delantero;26;5;2;3;5.20;;;;;;;;;;;;;;;
3540000;Valencia;Hugo Duro;Delantero;23;5;3;2;4.60;;;;;;;;;;;;;;;
3570000;Villarreal;Rafa Marín;Defensa;26;4;3;1;6.50;;;;;;;;;;;;;;;
3570000;Alavés;Antonio Blanco;Centrocampista;25;5;3;2;5.00;;;;;;;;;;;;;;;
3570000;Atlético;Thiago Almada;Centrocampista;11;3;1;2;3.67;;;;;;;;;;;;;;;
3570000;Betis;Amrabat;Centrocampista;9;2;1;1;4.50;;;;;;;;;;;;;;;
3580000;Valencia;Agirrezabala;Portero;16;5;3;2;3.20;;;;;;;;;;;;;;;
3580000;Betis;Ez Abde;Delantero;15;2;1;1;7.50;;;;;;;;;;;;;;;
3600000;Villarreal;Solomon;Delantero;6;1;1;0;6.00;;;;;;;;;;;;;;;
3610000;Celta;Javier Rueda;Defensa;34;5;3;2;6.80;;;;;;;;;;;;;;;
3620000;Villarreal;Moleiro;Centrocampista;11;5;3;2;2.20;;;;;;;;;;;;;;;
3640000;Sevilla;Alexis Sánchez;Delantero;15;2;1;1;7.50;;;;;;;;;;;;;;;
3660000;Mallorca;Pablo Torre;Centrocampista;20;5;3;2;4.00;;;;;;;;;;;;;;;
3680000;Real Madrid;Trent;Defensa;11;4;2;2;2.75;;;;;;;;;;;;;;;
3720000;Villarreal;Luiz Júnior;Portero;20;5;3;2;4.00;;;;;;;;;;;;;;;
3720000;Betis;Roro Riquelme;Centrocampista;16;6;3;3;2.67;;;;;;;;;;;;;;;
3730000;Atlético;Johnny;Centrocampista;9;3;1;2;3.00;;;;;;;;;;;;;;;
3740000;Celta;Mingueza;Defensa;17;5;4;1;3.40;;;;;;;;;;;;;;;
3750000;Real Oviedo;Hassan;Delantero;27;5;2;3;5.40;;;;;;;;;;;;;;;
3780000;Osasuna;Aimar Oroz;Centrocampista;17;4;2;2;4.25;;;;;;;;;;;;;;;
3800000;Espanyol;Cabrera;Defensa;24;5;3;2;4.80;;;;;;;;;;;;;;;
3800000;Valencia;Danjuma;Delantero;20;5;3;2;4.00;;;;;;;;;;;;;;;
3800000;Valencia;Raba;Delantero;13;4;3;1;3.25;;;;;;;;;;;;;;;
3810000;Real Sociedad;Brais Méndez;Centrocampista;22;4;1;3;5.50;;;;;;;;;;;;;;;
3830000;Osasuna;Rosier;Defensa;20;5;2;3;4.00;;;;;;;;;;;;;;;
3860000;Barcelona;Eric García;Defensa;29;5;2;3;5.80;;;;;;;;;;;;;;;
3880000;Espanyol;Carlos Romero;Defensa;36;5;3;2;7.20;;;;;;;;;;;;;;;
3910000;Espanyol;Pere Milla;Delantero;29;4;3;1;7.25;;;;;;;;;;;;;;;
3930000;Sevilla;Rubén Vargas;Delantero;27;4;2;2;6.75;;;;;;;;;;;;;;;
3940000;Alavés;Carlos Vicente;Delantero;28;5;3;2;5.60;;;;;;;;;;;;;;;
3970000;Celta;Borja Iglesias;Delantero;35;6;4;2;5.83;;;;;;;;;;;;;;;
3980000;Athletic;Jauregizar;Centrocampista;22;5;3;2;4.40;;;;;;;;;;;;;;;
3990000;Valencia;Diego López;Delantero;20;5;3;2;4.00;;;;;;;;;;;;;;;
4040000;Real Sociedad;Barrenetxea;Centrocampista;27;5;2;3;5.40;;;;;;;;;;;;;;;
4080000;Sevilla;Agoumé;Centrocampista;30;5;2;3;6.00;;;;;;;;;;;;;;;
4080000;Getafe;David Soria;Portero;18;5;1;4;3.60;;;;;;;;;;;;;;;
4140000;Valencia;Javi Guerra;Centrocampista;20;5;3;2;4.00;;;;;;;;;;;;;;;
4150000;Getafe;Adrián Liso;Delantero;32;5;1;4;6.40;;;;;;;;;;;;;;;
4150000;Alavés;Tenaglia;Defensa;30;5;3;2;6.00;;;;;;;;;;;;;;;
4190000;Betis;Bartra;Defensa;31;5;3;2;6.20;;;;;;;;;;;;;;;
4190000;Espanyol;Dmitrovic;Portero;27;5;3;2;5.40;;;;;;;;;;;;;;;
4190000;Real Sociedad;Remiro;Portero;22;5;2;3;4.40;;;;;;;;;;;;;;;
4200000;Celta;Bryan Zaragoza;Delantero;17;6;4;2;2.83;;;;;;;;;;;;;;;
4210000;Rayo Vallecano;Batalla;Portero;25;5;2;3;5.00;;;;;;;;;;;;;;;
4210000;Atlético;Oblak;Portero;14;5;2;3;2.80;;;;;;;;;;;;;;;
4280000;Alavés;Sivera;Portero;26;5;3;2;5.20;;;;;;;;;;;;;;;
4280000;Villarreal;Santiago Mouriño;Defensa;20;4;2;2;5.00;;;;;;;;;;;;;;;
4300000;Barcelona;Fermín;Centrocampista;25;4;2;2;6.25;;;;;;;;;;;;;;;
4340000;Rayo Vallecano;Lejeune;Defensa;24;5;2;3;4.80;;;;;;;;;;;;;;;
4340000;Barcelona;Balde;Defensa;14;3;0;3;4.67;;;;;;;;;;;;;;;
4370000;Getafe;Arambarri;Centrocampista;18;5;1;4;3.60;;;;;;;;;;;;;;;
4370000;Athletic;Vivian;Defensa;15;5;3;2;3.00;;;;;;;;;;;;;;;
4410000;Elche;Germán Valera;Delantero;27;4;3;1;6.75;;;;;;;;;;;;;;;
4440000;Betis;Sergi Altimira;Centrocampista;26;5;2;3;5.20;;;;;;;;;;;;;;;
4450000;Levante;Iván Romero;Delantero;45;5;2;3;9.00;;;;;;;;;;;;;;;
4540000;Villarreal;Foyth;Defensa;24;5;3;2;4.80;;;;;;;;;;;;;;;
4560000;Villarreal;Comesaña;Centrocampista;22;5;3;2;4.40;;;;;;;;;;;;;;;
4560000;Villarreal;Sergi Cardona;Defensa;19;4;2;2;4.75;;;;;;;;;;;;;;;
4560000;Athletic;Unai Simón;Portero;18;5;3;2;3.60;;;;;;;;;;;;;;;
4570000;Athletic;Berenguer;Delantero;21;5;3;2;4.20;;;;;;;;;;;;;;;
4570000;Real Sociedad;Soler;Centrocampista;7;2;1;1;3.50;;;;;;;;;;;;;;;
4620000;Atlético;Griezmann;Delantero;14;5;2;3;2.80;;;;;;;;;;;;;;;
4690000;Atlético;Barrios;Centrocampista;30;5;2;3;6.00;;;;;;;;;;;;;;;
4710000;Espanyol;Expósito;Centrocampista;25;4;2;2;6.25;;;;;;;;;;;;;;;
4720000;Mallorca;Darder;Centrocampista;22;5;3;2;4.40;;;;;;;;;;;;;;;
4720000;Atlético;Marcos Llorente;Centrocampista;19;5;2;3;3.80;;;;;;;;;;;;;;;
4770000;Athletic;Laporte;Defensa;2;1;0;1;2.00;;;;;;;;;;;;;;;
4860000;Real Madrid;Carvajal;Defensa;24;5;3;2;4.80;;;;;;;;;;;;;;;
4870000;Celta;Sotelo;Centrocampista;37;6;4;2;6.17;;;;;;;;;;;;;;;
4950000;Girona;Vanat;Delantero;12;2;1;1;6.00;;;;;;;;;;;;;;;
5020000;Atlético;Sørloth;Delantero;5;5;2;3;1.00;;;;;;;;;;;;;;;
5050000;Osasuna;Sergio Herrera;Portero;32;5;2;3;6.40;;;;;;;;;;;;;;;
5080000;Rayo Vallecano;De Frutos;Delantero;36;5;2;3;7.20;;;;;;;;;;;;;;;
5170000;Atlético;Giuliano Simeone;Centrocampista;25;5;2;3;5.00;;;;;;;;;;;;;;;
5220000;Rayo Vallecano;Pathé Ciss;Centrocampista;32;5;2;3;6.40;;;;;;;;;;;;;;;
5340000;Betis;Cucho;Delantero;29;6;3;3;4.83;;;;;;;;;;;;;;;
5410000;Real Oviedo;Escandell;Portero;32;5;2;3;6.40;;;;;;;;;;;;;;;
5410000;Rayo Vallecano;Álvaro García;Delantero;28;5;2;3;5.60;;;;;;;;;;;;;;;
5540000;Elche;Rafa Mir;Delantero;35;5;3;2;7.00;;;;;;;;;;;;;;;
5540000;Athletic;Iñaki Williams;Delantero;8;5;3;2;1.60;;;;;;;;;;;;;;;
5620000;Osasuna;Boyomo;Defensa;34;5;2;3;6.80;;;;;;;;;;;;;;;
5650000;Real Madrid;Mastantuono;Delantero;13;4;3;1;3.25;;;;;;;;;;;;;;;
5710000;Espanyol;Puado;Delantero;21;5;3;2;4.20;;;;;;;;;;;;;;;
5730000;Barcelona;Cubarsí;Defensa;13;3;1;2;4.33;;;;;;;;;;;;;;;
5770000;Rayo Vallecano;Isi Palazón;Delantero;24;5;2;3;4.80;;;;;;;;;;;;;;;
5800000;Celta;Iago Aspas;Delantero;21;5;4;1;4.20;;;;;;;;;;;;;;;
5810000;Betis;Fornals;Centrocampista;42;6;3;3;7.00;;;;;;;;;;;;;;;
6110000;Villarreal;Buchanan;Centrocampista;39;5;3;2;7.80;;;;;;;;;;;;;;;
6160000;Real Madrid;Militão;Defensa;37;4;3;1;9.25;;;;;;;;;;;;;;;
6220000;Barcelona;Koundé;Defensa;22;5;2;3;4.40;;;;;;;;;;;;;;;
6330000;Real Madrid;Courtois;Portero;22;5;3;2;4.40;;;;;;;;;;;;;;;
6440000;Barcelona;Rashford;Delantero;18;5;2;3;3.60;;;;;;;;;;;;;;;
6500000;Betis;Isco;Centrocampista;0;0;0;0;0.00;;;;;;;;;;;;;;;
6530000;Barcelona;Dani Olmo;Centrocampista;28;5;2;3;5.60;;;;;;;;;;;;;;;
6700000;Real Sociedad;Oyarzabal;Delantero;26;5;2;3;5.20;;;;;;;;;;;;;;;
6880000;Atlético;Nico González;Delantero;16;2;1;1;8.00;;;;;;;;;;;;;;;
7040000;Mallorca;Muriqi;Delantero;31;4;2;2;7.75;;;;;;;;;;;;;;;
7060000;Barcelona;De Jong;Centrocampista;17;3;1;2;5.67;;;;;;;;;;;;;;;
7100000;Real Madrid;Álvaro Carreras;Defensa;31;5;3;2;6.20;;;;;;;;;;;;;;;
7430000;Levante;Etta Eyong;Delantero;44;5;3;2;8.80;;;;;;;;;;;;;;;
7460000;Getafe;Luis Milla;Centrocampista;37;5;1;4;7.40;;;;;;;;;;;;;;;
7670000;Real Madrid;Tchouameni;Centrocampista;29;5;3;2;5.80;;;;;;;;;;;;;;;
7930000;Atlético;Baena;Centrocampista;3;1;0;1;3.00;;;;;;;;;;;;;;;
8230000;Villarreal;Ayoze;Delantero;2;1;0;1;2.00;;;;;;;;;;;;;;;
8400000;Barcelona;Ferran Torres;Delantero;44;5;2;3;8.80;;;;;;;;;;;;;;;
8420000;Athletic;Sancet;Centrocampista;16;4;2;2;4.00;;;;;;;;;;;;;;;
8530000;Villarreal;Pape Gueye;Centrocampista;43;5;3;2;8.60;;;;;;;;;;;;;;;
8560000;Villarreal;Mikautadze;Delantero;11;2;1;1;5.50;;;;;;;;;;;;;;;
8740000;Real Sociedad;Kubo;Centrocampista;27;5;2;3;5.40;;;;;;;;;;;;;;;
9120000;Osasuna;Budimir;Delantero;26;5;2;3;5.20;;;;;;;;;;;;;;;
9580000;Barcelona;Joan García;Portero;43;5;2;3;8.60;;;;;;;;;;;;;;;
9910000;Athletic;Nico Williams;Delantero;26;3;2;1;8.67;;;;;;;;;;;;;;;
9980000;Real Madrid;Huijsen;Defensa;21;4;2;2;5.25;;;;;;;;;;;;;;;
10080000;Betis;Lo Celso;Centrocampista;37;6;3;3;6.17;;;;;;;;;;;;;;;
11250000;Villarreal;Pépé;Delantero;45;5;3;2;9.00;;;;;;;;;;;;;;;
11470000;Real Madrid;Bellingham;Centrocampista;0;1;1;0;0.00;;;;;;;;;;;;;;;
11850000;Barcelona;Lewandowski;Delantero;21;4;2;2;5.25;;;;;;;;;;;;;;;
11990000;Real Madrid;Valverde;Centrocampista;24;5;3;2;4.80;;;;;;;;;;;;;;;
12360000;Atlético;Julián Alvarez;Delantero;14;5;2;3;2.80;;;;;;;;;;;;;;;
13430000;Betis;Antony;Delantero;8;2;1;1;4.00;;;;;;;;;;;;;;;
13970000;Real Madrid;Arda Güler;Centrocampista;43;5;3;2;8.60;;;;;;;;;;;;;;;
15400000;Real Madrid;Vinícius Jr;Delantero;37;5;3;2;7.40;;;;;;;;;;;;;;;
17000000;Barcelona;Raphinha;Delantero;39;5;2;3;7.80;;;;;;;;;;;;;;;
17470000;Barcelona;Pedri;Centrocampista;49;5;2;3;9.80;;;;;;;;;;;;;;;
20110000;Barcelona;Yamal;Delantero;30;3;0;3;10.00;;;;;;;;;;;;;;;
23990000;Real Madrid;Mbappé;Delantero;64;5;3;2;12.80;;;;;;;;;;;;;;;
